id,name,season,raptor_offense,raptor_defense,raptor_total,war_total,createdAt,updatedAt
491,"DeMarre Carroll",2015,2.07584,0.636607,2.71244,7.69675,NULL,NULL
492,"DeMarre Carroll",2016,-0.0720594,2.15103,2.07897,3.42968,NULL,NULL
493,"DeMarre Carroll",2017,-0.586613,1.73615,1.14954,4.01398,NULL,NULL
494,"DeMarre Carroll",2018,-0.131485,0.452933,0.321448,3.39965,NULL,NULL
495,"DeMarre Carroll",2019,-0.581144,-0.546824,-1.12797,1.50698,NULL,NULL
496,"Jevon Carter",2019,-3.00617,0.423373,-2.58279,0.0486954,NULL,NULL
497,"Michael Carter-Williams",2014,-0.534324,0.633229,0.0989048,3.55966,NULL,NULL
498,"Michael Carter-Williams",2015,-3.18876,1.83845,-1.3503,1.684,NULL,NULL
499,"Michael Carter-Williams",2016,-1.35252,2.34347,0.990955,3.16209,NULL,NULL
500,"Michael Carter-Williams",2017,-2.84732,2.44648,-0.400835,1.07854,NULL,NULL
501,"Michael Carter-Williams",2018,-2.16869,3.29147,1.12278,1.64341,NULL,NULL
502,"Michael Carter-Williams",2019,-0.552407,1.96807,1.41567,1.02119,NULL,NULL
503,"Vince Carter",2014,2.50456,0.840957,3.34552,6.81542,NULL,NULL
504,"Vince Carter",2015,0.0473866,-0.681338,-0.633951,1.42216,NULL,NULL
505,"Vince Carter",2016,1.47333,-1.93643,-0.463101,1.27563,NULL,NULL
506,"Vince Carter",2017,1.00778,-0.115972,0.891807,3.62837,NULL,NULL
507,"Vince Carter",2018,-0.477886,0.963953,0.486067,1.68712,NULL,NULL
508,"Vince Carter",2019,-1.17387,-0.250475,-1.42434,0.905035,NULL,NULL
509,"Wendell Carter Jr.",2019,-4.66954,1.42138,-3.24816,-0.281544,NULL,NULL
510,"Alex Caruso",2018,-2.48394,1.16146,-1.32249,0.412186,NULL,NULL
511,"Alex Caruso",2019,1.64943,3.49563,5.14505,2.15172,NULL,NULL
512,"Omri Casspi",2014,-0.471313,1.26078,0.789471,2.33823,NULL,NULL
513,"Omri Casspi",2015,0.634837,-3.41156,-2.77672,-0.0194506,NULL,NULL
514,"Omri Casspi",2016,1.62592,-1.24938,0.376544,3.02294,NULL,NULL
515,"Omri Casspi",2017,-1.9376,-1.86804,-3.80564,-0.338762,NULL,NULL
516,"Omri Casspi",2018,-1.12557,0.397494,-0.728077,0.762879,NULL,NULL
517,"Omri Casspi",2019,-0.390924,2.37274,1.98182,1.25599,NULL,NULL
518,"Willie Cauley-Stein",2016,-1.11246,-0.718746,-1.83121,0.660734,NULL,NULL
519,"Willie Cauley-Stein",2017,-3.11708,-0.577888,-3.69497,-0.682821,NULL,NULL
520,"Willie Cauley-Stein",2018,-2.80427,0.935869,-1.8684,0.916988,NULL,NULL
521,"Willie Cauley-Stein",2019,-2.10671,1.50676,-0.599943,2.42661,NULL,NULL
522,"Troy Caupain",2019,14.3771,4.94059,19.3177,0.176322,NULL,NULL
523,"Tyler Cavanaugh",2018,-0.31657,-4.30058,-4.61715,-0.493631,NULL,NULL
524,"Tyler Cavanaugh",2019,-7.62171,-5.4446,-13.0663,-0.204691,NULL,NULL
525,"Mario Chalmers",2014,1.44958,1.66658,3.11616,8.1066,NULL,NULL
526,"Mario Chalmers",2015,-0.770354,1.52331,0.752961,4.24098,NULL,NULL
527,"Mario Chalmers",2016,1.71654,2.49373,4.21027,4.92036,NULL,NULL
528,"Mario Chalmers",2018,-2.07931,0.992254,-1.08706,1.21814,NULL,NULL
529,"Tyson Chandler",2014,-1.33393,1.06538,-0.268557,2.1032,NULL,NULL
530,"Tyson Chandler",2015,-0.0975569,2.43451,2.33696,6.34735,NULL,NULL
531,"Tyson Chandler",2016,-2.66262,0.29113,-2.37149,0.312904,NULL,NULL
532,"Tyson Chandler",2017,-1.13744,-0.328725,-1.46617,0.847967,NULL,NULL
533,"Tyson Chandler",2018,-1.90571,0.9764,-0.929308,1.06376,NULL,NULL
534,"Tyson Chandler",2019,-3.78442,1.83179,-1.95263,0.366115,NULL,NULL
535,"Wilson Chandler",2014,0.469204,0.0474413,0.516645,3.21796,NULL,NULL
536,"Wilson Chandler",2015,0.843409,-1.57318,-0.729772,2.5402,NULL,NULL
537,"Wilson Chandler",2017,0.516141,0.465203,0.981344,4.18193,NULL,NULL
538,"Wilson Chandler",2018,-0.67385,0.105604,-0.568246,2.59249,NULL,NULL
539,"Wilson Chandler",2019,-1.49867,-0.60479,-2.10346,0.428939,NULL,NULL
540,"Joe Chealey",2019,-10.3366,-10.1611,-20.4976,-0.0708072,NULL,NULL
541,"Will Cherry",2015,-4.75126,0.909209,-3.84205,-0.0387536,NULL,NULL
542,"Josh Childress",2014,1.11193,4.56917,5.6811,0.102431,NULL,NULL
543,"Chris Chiozza",2019,-5.50855,-8.13456,-13.6431,-0.182003,NULL,NULL
544,"Dionte Christmas",2014,-1.09299,-3.44797,-4.54095,-0.180761,NULL,NULL
545,"Marquese Chriss",2017,-2.98633,-1.32171,-4.30805,-1.4048,NULL,NULL
546,"Marquese Chriss",2018,-3.56745,0.252372,-3.31508,-0.444294,NULL,NULL
547,"Marquese Chriss",2019,-6.23994,-4.03837,-10.2783,-1.91201,NULL,NULL
548,"Patrick Christopher",2015,-9.92862,-13.9552,-23.8838,-0.315694,NULL,NULL
549,"Rakeem Christmas",2016,9.43176,-38.1072,-28.6754,-0.0797363,NULL,NULL
550,"Rakeem Christmas",2017,-2.13414,-0.541988,-2.67613,0.00824198,NULL,NULL
551,"Semaj Christon",2017,-3.50092,-3.63216,-7.13308,-2.16933,NULL,NULL
552,"Coty Clarke",2016,14.8888,-8.37423,6.51454,0.0290943,NULL,NULL
553,"Earl Clark",2014,-3.6841,-2.67902,-6.36312,-1.42413,NULL,NULL
554,"Earl Clark",2015,-6.036,-0.809855,-6.84586,-0.2282,NULL,NULL
555,"Gary Clark",2019,-1.1291,-2.13259,-3.26169,-0.166273,NULL,NULL
556,"Ian Clark",2014,-3.09671,-2.47001,-5.56672,-0.249988,NULL,NULL
557,"Ian Clark",2015,-1.44864,0.284936,-1.1637,0.148273,NULL,NULL
558,"Ian Clark",2016,-2.23248,-3.85236,-6.08484,-1.2469,NULL,NULL
559,"Ian Clark",2017,-0.625059,-1.49615,-2.1212,0.442826,NULL,NULL
560,"Ian Clark",2018,-1.14933,-2.39407,-3.5434,-0.668282,NULL,NULL
561,"Ian Clark",2019,-2.23551,-3.03816,-5.27367,-1.25791,NULL,NULL
562,"Jordan Clarkson",2015,0.155706,-1.58228,-1.42658,0.977336,NULL,NULL
563,"Jordan Clarkson",2016,-0.425277,-2.21382,-2.6391,0.14372,NULL,NULL
564,"Jordan Clarkson",2017,-0.510474,-1.14355,-1.65402,1.34593,NULL,NULL
565,"Jordan Clarkson",2018,0.388036,-0.710933,-0.322898,2.63069,NULL,NULL
566,"Jordan Clarkson",2019,2.03501,-2.07763,-0.0426187,3.0427,NULL,NULL
567,"Gian Clavell",2018,-2.97526,7.36476,4.3895,0.23602,NULL,NULL
568,"Victor Claver",2014,-2.39492,4.51293,2.118,0.478028,NULL,NULL
569,"Victor Claver",2015,-2.38563,0.641546,-1.74408,0.0392258,NULL,NULL
570,"Antonius Cleveland",2018,-6.14249,-0.100905,-6.2434,-0.213859,NULL,NULL
571,"Norris Cole",2014,-1.76363,-0.602971,-2.3666,0.471092,NULL,NULL
572,"Norris Cole",2015,-1.89199,-1.6854,-3.57739,-0.802642,NULL,NULL
573,"Norris Cole",2016,-1.01035,-2.6378,-3.64815,-0.547735,NULL,NULL
574,"Norris Cole",2017,-7.24259,-2.10477,-9.34735,-0.51078,NULL,NULL
575,"Darren Collison",2014,0.814327,1.26147,2.0758,5.70253,NULL,NULL
576,"Darren Collison",2015,1.73974,2.30809,4.04783,5.40946,NULL,NULL
577,"Darren Collison",2016,1.75758,-1.66498,0.0925954,3.19643,NULL,NULL
578,"Darren Collison",2017,1.05814,-1.74225,-0.684112,2.14334,NULL,NULL
579,"Darren Collison",2018,2.34793,1.41465,3.76258,7.37389,NULL,NULL
580,"Darren Collison",2019,0.65853,0.113143,0.771673,4.03539,NULL,NULL
581,"Jason Collins",2014,-5.73917,-6.42228,-12.1614,-0.822501,NULL,NULL
582,"John Collins",2018,-1.06739,0.520765,-0.546624,2.00306,NULL,NULL
583,"John Collins",2019,3.24847,-0.516129,2.73234,5.12765,NULL,NULL
584,"Kyle Collinsworth",2018,-1.17721,0.238867,-0.938339,0.441641,NULL,NULL
585,"Nick Collison",2014,-0.0159693,1.31631,1.30034,3.18457,NULL,NULL
586,"Nick Collison",2015,-0.7845,-0.0727558,-0.857255,1.06306,NULL,NULL
587,"Nick Collison",2016,-2.97542,0.764389,-2.21103,0.218342,NULL,NULL
588,"Nick Collison",2017,-1.5852,0.0697184,-1.51548,0.0801257,NULL,NULL
589,"Nick Collison",2018,-4.91995,-3.18365,-8.10359,-0.204389,NULL,NULL
590,"Zach Collins",2018,-3.5343,-1.54871,-5.08301,-1.32107,NULL,NULL
591,"Zach Collins",2019,-1.54519,-0.574027,-2.11921,0.542223,NULL,NULL
592,"Bonzie Colson",2019,-2.52823,-5.12115,-7.64938,-0.2462,NULL,NULL
593,"Mike Conley",2014,3.16786,0.195685,3.36355,8.40186,NULL,NULL
594,"Mike Conley",2015,2.51423,0.596493,3.11072,7.35683,NULL,NULL
595,"Mike Conley",2016,2.23655,-0.875735,1.36082,3.63231,NULL,NULL
596,"Mike Conley",2017,5.51458,0.70459,6.21917,11.5713,NULL,NULL
597,"Mike Conley",2018,1.33597,2.06842,3.40439,1.16625,NULL,NULL
598,"Mike Conley",2019,4.60559,1.70134,6.30692,10.7556,NULL,NULL
599,"Pat Connaughton",2016,-6.29538,-1.56789,-7.86327,-0.397466,NULL,NULL
600,"Pat Connaughton",2017,-0.845897,-1.82869,-2.67459,0.00817517,NULL,NULL
601,"Pat Connaughton",2018,-0.507436,0.0842081,-0.423228,1.82328,NULL,NULL
602,"Pat Connaughton",2019,-0.237057,0.530012,0.292955,2.46882,NULL,NULL
603,"Charles Cooke",2018,-8.29725,3.81741,-4.47984,-0.0330786,NULL,NULL
604,"Quinn Cook",2017,0.92556,-5.48674,-4.56118,-0.177239,NULL,NULL
605,"Quinn Cook",2018,-0.185168,-3.80758,-3.99275,-0.566184,NULL,NULL
606,"Quinn Cook",2019,-1.14722,-4.08764,-5.23486,-1.57726,NULL,NULL
607,"Jack Cooley",2015,-2.00308,4.04972,2.04663,0.215126,NULL,NULL
608,"Jack Cooley",2018,4.96564,1.36536,6.33099,0.398748,NULL,NULL
609,"Chris Copeland",2014,3.07764,-4.70584,-1.6282,0.204464,NULL,NULL
610,"Chris Copeland",2015,-1.75101,-2.92128,-4.67229,-0.816717,NULL,NULL
611,"Chris Copeland",2016,-4.6431,-8.2309,-12.874,-0.804424,NULL,NULL
612,"Matt Costello",2018,0.100871,0.547386,0.648257,0.0553609,NULL,NULL
613,"Bryce Cotton",2015,-2.84639,-3.25522,-6.10162,-0.272948,NULL,NULL
614,"Bryce Cotton",2016,-7.30614,-4.43097,-11.7371,-0.179717,NULL,NULL
615,"DeMarcus Cousins",2014,1.67968,3.31724,4.99692,9.16069,NULL,NULL
616,"DeMarcus Cousins",2015,0.92756,4.42306,5.35062,8.48644,NULL,NULL
617,"DeMarcus Cousins",2016,0.251393,4.10207,4.35347,8.34357,NULL,NULL
618,"DeMarcus Cousins",2017,3.41818,1.70584,5.12402,9.9868,NULL,NULL
619,"DeMarcus Cousins",2018,0.310309,2.1966,2.50691,4.72247,NULL,NULL
620,"DeMarcus Cousins",2019,-1.05111,4.7186,3.66749,2.97045,NULL,NULL
621,"Robert Covington",2014,0.349121,2.51354,2.86266,0.0970554,NULL,NULL
622,"Robert Covington",2015,1.22834,-0.236949,0.991392,3.77116,NULL,NULL
623,"Robert Covington",2016,-0.679481,1.91416,1.23468,3.93657,NULL,NULL
624,"Robert Covington",2017,-1.66252,3.75378,2.09126,5.29017,NULL,NULL
625,"Robert Covington",2018,1.0664,3.33445,4.40085,10.3635,NULL,NULL
626,"Robert Covington",2019,-0.588963,3.34497,2.75601,3.37531,NULL,NULL
627,"Allen Crabbe",2014,-0.295464,-6.04545,-6.34092,-0.183357,NULL,NULL
628,"Allen Crabbe",2015,-1.33709,-0.75044,-2.08753,0.250762,NULL,NULL
629,"Allen Crabbe",2016,0.795584,-1.07795,-0.282364,3.05477,NULL,NULL
630,"Allen Crabbe",2017,-0.851102,-1.72057,-2.57167,0.211526,NULL,NULL
631,"Allen Crabbe",2018,0.988289,0.152158,1.14045,4.38572,NULL,NULL
632,"Allen Crabbe",2019,-2.58941,0.562959,-2.02645,0.418546,NULL,NULL
633,"Torrey Craig",2018,-1.07934,1.29546,0.216118,0.948889,NULL,NULL
634,"Torrey Craig",2019,-0.176798,0.0865869,-0.090211,2.51494,NULL,NULL
635,"Jamal Crawford",2014,2.7734,-2.65869,0.114713,3.55275,NULL,NULL
636,"Jamal Crawford",2015,1.21481,-3.45015,-2.23534,0.572125,NULL,NULL
637,"Jamal Crawford",2016,0.452706,-2.58227,-2.12956,0.738635,NULL,NULL
638,"Jamal Crawford",2017,-0.83785,-2.3277,-3.16555,-0.43071,NULL,NULL
639,"Jamal Crawford",2018,0.676893,-4.85584,-4.17895,-1.27836,NULL,NULL
640,"Jamal Crawford",2019,-1.0054,-5.81085,-6.81625,-2.52229,NULL,NULL
641,"Jordan Crawford",2014,0.359455,-2.05655,-1.69709,1.06147,NULL,NULL
642,"Jordan Crawford",2017,4.7577,-4.1779,0.579793,0.751918,NULL,NULL
643,"Jordan Crawford",2018,4.95166,-7.12874,-2.17708,0.026211,NULL,NULL
644,"Mitchell Creek",2019,4.76075,-3.97979,0.780963,0.0841073,NULL,NULL
645,"Jae Crowder",2014,0.0526219,3.0829,3.13552,4.0261,NULL,NULL
646,"Jae Crowder",2015,1.77291,0.279021,2.05194,4.30798,NULL,NULL
647,"Jae Crowder",2016,0.72514,0.429042,1.15418,5.03444,NULL,NULL
648,"Jae Crowder",2017,1.61665,0.797311,2.41396,7.80425,NULL,NULL
649,"Jae Crowder",2018,-1.82124,-0.332122,-2.15336,0.729573,NULL,NULL
650,"Jae Crowder",2019,-0.149938,0.611936,0.461997,3.78576,NULL,NULL
651,"Dante Cunningham",2014,-1.52163,0.210001,-1.31163,1.18283,NULL,NULL
652,"Dante Cunningham",2015,-2.30444,0.159936,-2.14451,0.522445,NULL,NULL
653,"Dante Cunningham",2016,-1.95741,-2.67746,-4.63486,-1.88468,NULL,NULL
654,"Dante Cunningham",2017,-1.37411,0.208169,-1.16594,1.32478,NULL,NULL
655,"Dante Cunningham",2018,-2.44991,-0.575965,-3.02587,-0.216847,NULL,NULL
656,"Dante Cunningham",2019,-2.1488,-2.01131,-4.16011,-0.657433,NULL,NULL
657,"Jared Cunningham",2014,-2.56349,6.46882,3.90532,0.272568,NULL,NULL
658,"Jared Cunningham",2015,-6.14226,1.7921,-4.35016,-0.0737685,NULL,NULL
659,"Jared Cunningham",2016,-4.2443,-0.334388,-4.57869,-0.363586,NULL,NULL
660,"Seth Curry",2014,-1.75529,21.3733,19.6181,0.148028,NULL,NULL
661,"Seth Curry",2015,-22.0814,-6.96607,-29.0475,-0.105657,NULL,NULL
662,"Seth Curry",2016,0.679318,-2.51511,-1.8358,0.322896,NULL,NULL
663,"Seth Curry",2017,1.14321,0.630862,1.77408,4.62925,NULL,NULL
664,"Seth Curry",2019,-0.375473,0.558132,0.18266,2.60218,NULL,NULL
665,"Stephen Curry",2014,7.75827,0.52274,8.28101,18.1429,NULL,NULL
666,"Stephen Curry",2015,8.60089,2.43737,11.0383,25.0899,NULL,NULL
667,"Stephen Curry",2016,10.3794,2.10845,12.4879,26.6669,NULL,NULL
668,"Stephen Curry",2017,9.30868,-0.0958772,9.21281,20.6533,NULL,NULL
669,"Stephen Curry",2018,8.05785,-0.500107,7.55774,11.8473,NULL,NULL
670,"Stephen Curry",2019,7.50948,0.277038,7.78652,17.5661,NULL,NULL
671,"Samuel Dalembert",2014,-1.90264,2.43658,0.533941,2.94608,NULL,NULL
672,"Samuel Dalembert",2015,-4.82966,3.56104,-1.26862,0.411882,NULL,NULL
673,"Troy Daniels",2014,4.90426,-1.67048,3.23378,0.445055,NULL,NULL
674,"Troy Daniels",2015,0.0136196,-2.12137,-2.10775,0.137238,NULL,NULL
675,"Troy Daniels",2016,-0.0506826,-2.67307,-2.72376,-0.00385656,NULL,NULL
676,"Troy Daniels",2017,1.26369,-1.08339,0.180298,1.8836,NULL,NULL
677,"Troy Daniels",2018,-0.516219,-3.88679,-4.40301,-1.36571,NULL,NULL
678,"Troy Daniels",2019,-0.986346,-1.52632,-2.51266,0.0921943,NULL,NULL
679,"Gigi Datome",2014,-3.06842,-1.1245,-4.19292,-0.175567,NULL,NULL
680,"Gigi Datome",2015,1.04914,-0.898851,0.150289,0.346,NULL,NULL
681,"Brandon Davies",2014,-3.38314,0.727918,-2.65522,0.0279642,NULL,NULL
682,"Brandon Davies",2015,-1.7802,-2.41808,-4.19828,-0.321261,NULL,NULL
683,"Anthony Davis",2014,1.21011,2.28434,3.49445,7.51707,NULL,NULL
684,"Anthony Davis",2015,3.84086,4.70821,8.54906,15.163,NULL,NULL
685,"Anthony Davis",2016,0.307322,2.28061,2.58793,5.92551,NULL,NULL
686,"Anthony Davis",2017,0.581632,4.44918,5.03081,10.8084,NULL,NULL
687,"Anthony Davis",2018,1.25973,4.00413,5.26386,12.8123,NULL,NULL
688,"Anthony Davis",2019,4.10512,3.27508,7.38021,9.60962,NULL,NULL
689,"Deyonta Davis",2017,-3.94873,2.3182,-1.63054,0.141474,NULL,NULL
690,"Deyonta Davis",2018,-1.06514,-3.12163,-4.18677,-0.689935,NULL,NULL
691,"Deyonta Davis",2019,-4.03943,3.09979,-0.939647,0.108583,NULL,NULL
692,"Ed Davis",2014,-1.3028,2.07585,0.773048,1.75574,NULL,NULL
693,"Ed Davis",2015,1.20763,0.369505,1.57714,4.02198,NULL,NULL
694,"Ed Davis",2016,0.670489,1.24949,1.91997,4.45792,NULL,NULL
695,"Ed Davis",2017,-2.66159,-2.97764,-5.63923,-1.16154,NULL,NULL
696,"Ed Davis",2018,-0.551629,1.30178,0.750147,2.71532,NULL,NULL
697,"Ed Davis",2019,-0.747163,1.46913,0.721966,2.61682,NULL,NULL
698,"Glen Davis",2014,-3.15734,0.325586,-2.83175,-0.0464848,NULL,NULL
699,"Glen Davis",2015,-5.59179,1.3084,-4.28339,-0.822671,NULL,NULL
700,"Tyler Davis",2019,-40.8259,61.1139,20.288,0.0114225,NULL,NULL
701,"Andre Dawkins",2015,-11.8304,-0.108561,-11.9389,-0.102565,NULL,NULL
702,"Branden Dawson",2016,-3.29939,-17.0326,-20.332,-0.257225,NULL,NULL
703,"Austin Daye",2014,-0.0953225,-2.63963,-2.73496,-0.0023018,NULL,NULL
704,"Austin Daye",2015,-4.28702,-0.568581,-4.8556,-0.371789,NULL,NULL
705,"Nando De Colo",2014,0.156263,-2.22856,-2.0723,0.171826,NULL,NULL
706,"Dewayne Dedmon",2014,-2.31213,1.18975,-1.12238,0.337036,NULL,NULL
707,"Dewayne Dedmon",2015,-3.24115,1.67629,-1.56486,0.511316,NULL,NULL
708,"Dewayne Dedmon",2016,-1.02445,1.0898,0.065341,1.01586,NULL,NULL
709,"Dewayne Dedmon",2017,-1.69317,3.76352,2.07035,3.50894,NULL,NULL
710,"Dewayne Dedmon",2018,-1.52296,1.11103,-0.411931,1.8403,NULL,NULL
711,"Dewayne Dedmon",2019,-0.89166,1.14698,0.255322,2.4662,NULL,NULL
712,"Bryce Dejean-Jones",2016,-2.85757,-0.712378,-3.56995,-0.116591,NULL,NULL
713,"Sam Dekker",2016,-6.40152,6.5782,0.176676,0.00906648,NULL,NULL
714,"Sam Dekker",2017,-0.508394,0.00944587,-0.498948,1.65824,NULL,NULL
715,"Sam Dekker",2018,-1.82665,0.892909,-0.933743,0.814567,NULL,NULL
716,"Sam Dekker",2019,-1.33991,-1.843,-3.1829,-0.174591,NULL,NULL
717,"Malcolm Delaney",2017,-3.26312,0.21979,-3.04333,-0.203926,NULL,NULL
718,"Malcolm Delaney",2018,-1.45212,0.17004,-1.28208,0.75937,NULL,NULL
719,"Angel Delgado",2019,-8.74358,10.3619,1.61831,0.0333249,NULL,NULL
720,"Matthew Dellavedova",2014,0.940748,0.570563,1.51131,2.77017,NULL,NULL
721,"Matthew Dellavedova",2015,-0.814092,-0.664828,-1.47892,1.24729,NULL,NULL
722,"Matthew Dellavedova",2016,0.384791,0.416742,0.801534,3.79037,NULL,NULL
723,"Matthew Dellavedova",2017,-1.24373,-1.75158,-2.99532,-0.255297,NULL,NULL
724,"Matthew Dellavedova",2018,-1.5029,-3.11132,-4.61422,-0.746147,NULL,NULL
725,"Matthew Dellavedova",2019,0.116099,-0.685849,-0.56975,0.897827,NULL,NULL
726,"Luol Deng",2014,0.289139,0.599843,0.888982,4.11045,NULL,NULL
727,"Luol Deng",2015,1.7578,-0.0604332,1.69737,5.48997,NULL,NULL
728,"Luol Deng",2016,0.304967,0.869593,1.17456,5.92826,NULL,NULL
729,"Luol Deng",2017,-1.80358,0.659722,-1.14386,1.21291,NULL,NULL
730,"Luol Deng",2018,-9.78312,15.4582,5.67512,0.0557582,NULL,NULL
731,"Luol Deng",2019,2.1918,0.881437,3.07323,1.15962,NULL,NULL
732,"DeMar DeRozan",2014,1.86103,-1.5931,0.267929,5.01613,NULL,NULL
733,"DeMar DeRozan",2015,0.132974,-1.50587,-1.3729,1.58406,NULL,NULL
734,"DeMar DeRozan",2016,1.82974,-3.14357,-1.31383,2.52323,NULL,NULL
735,"DeMar DeRozan",2017,2.10177,-1.92143,0.180348,4.45553,NULL,NULL
736,"DeMar DeRozan",2018,3.43664,-2.12978,1.30685,6.30507,NULL,NULL
737,"DeMar DeRozan",2019,1.26301,-1.08438,0.178626,4.37006,NULL,NULL
738,"Marcus Derrickson",2019,5.44688,0.882155,6.32904,0.312244,NULL,NULL
739,"Cheick Diallo",2017,-2.88186,-4.03827,-6.92013,-0.422398,NULL,NULL
740,"Cheick Diallo",2018,-2.27475,-3.10183,-5.37658,-0.841587,NULL,NULL
741,"Cheick Diallo",2019,-1.8694,-0.468058,-2.33746,0.189074,NULL,NULL
742,"Hamidou Diallo",2019,-2.00564,-1.62241,-3.62805,-0.236464,NULL,NULL
743,"Boris Diaw",2014,1.05456,0.37996,1.43452,5.57283,NULL,NULL
744,"Boris Diaw",2015,-0.459657,-0.875996,-1.33565,1.57331,NULL,NULL
745,"Boris Diaw",2016,-0.0958517,0.423651,0.327799,2.43858,NULL,NULL
746,"Boris Diaw",2017,-2.58741,-0.0619594,-2.64937,0.0893892,NULL,NULL
747,"Gorgui Dieng",2014,-3.52787,0.359879,-3.16799,-0.173777,NULL,NULL
748,"Gorgui Dieng",2015,-1.23686,-0.672575,-1.90944,0.938811,NULL,NULL
749,"Gorgui Dieng",2016,-0.72462,0.408886,-0.315734,2.7431,NULL,NULL
750,"Gorgui Dieng",2017,-0.796802,1.55455,0.757752,4.69193,NULL,NULL
751,"Gorgui Dieng",2018,-2.97641,-1.3229,-4.29931,-1.10241,NULL,NULL
752,"Gorgui Dieng",2019,-1.32182,0.682027,-0.63979,1.11051,NULL,NULL
753,"Spencer Dinwiddie",2015,-1.9824,-0.73766,-2.72006,0.00686704,NULL,NULL
754,"Spencer Dinwiddie",2016,-4.25357,-1.74859,-6.00217,-0.264913,NULL,NULL
755,"Spencer Dinwiddie",2017,0.744401,-0.717105,0.0272962,1.87656,NULL,NULL
756,"Spencer Dinwiddie",2018,3.24651,-0.738931,2.50758,6.07396,NULL,NULL
757,"Spencer Dinwiddie",2019,1.87726,-0.762442,1.11482,4.0167,NULL,NULL
758,"Donte DiVincenzo",2019,-1.5067,3.29777,1.79107,0.95661,NULL,NULL
759,"Luka Doncic",2019,3.09599,-0.869823,2.22617,5.93936,NULL,NULL
760,"Joey Dorsey",2015,-2.94677,0.666182,-2.28059,0.218981,NULL,NULL
761,"Tyler Dorsey",2018,-0.725697,-2.04915,-2.77485,-0.0123399,NULL,NULL
762,"Tyler Dorsey",2019,-0.600858,-3.21126,-3.81212,-0.368539,NULL,NULL
763,"Damyean Dotson",2018,-1.52918,1.60239,0.0732148,0.683306,NULL,NULL
764,"Damyean Dotson",2019,-1.15278,-1.21491,-2.36769,0.38937,NULL,NULL
765,"Chris Douglas-Roberts",2014,0.0315131,-0.925495,-0.893982,1.01999,NULL,NULL
766,"Chris Douglas-Roberts",2015,-3.47165,-7.47222,-10.9439,-0.427869,NULL,NULL
767,"Toney Douglas",2014,-0.75168,-1.9268,-2.67848,0.122935,NULL,NULL
768,"Toney Douglas",2015,-1.20986,2.955,1.74514,0.404273,NULL,NULL
769,"Toney Douglas",2016,0.943732,-2.07559,-1.13186,1.04345,NULL,NULL
770,"Toney Douglas",2017,-2.04415,-0.787143,-2.8313,-0.0161916,NULL,NULL
771,"Milton Doyle",2018,-4.46422,-2.07106,-6.53528,-0.239758,NULL,NULL
772,"PJ Dozier",2018,-27.2093,19.2941,-7.91516,-0.00794028,NULL,NULL
773,"PJ Dozier",2019,3.13053,0.0173086,3.14784,0.152473,NULL,NULL
774,"Goran Dragic",2014,4.82605,0.191102,5.01716,10.5506,NULL,NULL
775,"Goran Dragic",2015,1.91569,-1.59634,0.319354,4.17857,NULL,NULL
776,"Goran Dragic",2016,0.76684,0.839999,1.60684,6.29806,NULL,NULL
777,"Goran Dragic",2017,2.51888,-1.83017,0.688705,4.30586,NULL,NULL
778,"Goran Dragic",2018,1.36087,-0.154822,1.20604,5.11966,NULL,NULL
779,"Goran Dragic",2019,1.20535,-1.12252,0.0828208,1.44087,NULL,NULL
780,"Zoran Dragic",2015,-4.0154,-7.68344,-11.6988,-0.345806,NULL,NULL
781,"Larry Drew II",2015,-5.60088,-1.56156,-7.16243,-0.495774,NULL,NULL
782,"Larry Drew II",2018,-4.80506,-2.08289,-6.88795,-0.157921,NULL,NULL
783,"Andre Drummond",2014,1.32148,0.220975,1.54245,5.72519,NULL,NULL
784,"Andre Drummond",2015,-0.76699,0.419342,-0.347647,3.06269,NULL,NULL
785,"Andre Drummond",2016,-0.891007,1.65779,0.766782,5.04642,NULL,NULL
786,"Andre Drummond",2017,-2.51336,0.132459,-2.3809,0.452614,NULL,NULL
787,"Andre Drummond",2018,-0.635247,0.721446,0.0861997,3.83164,NULL,NULL
788,"Andre Drummond",2019,0.702011,2.82214,3.52415,8.88157,NULL,NULL
789,"Jared Dudley",2014,-0.625114,0.0798298,-0.545284,1.99333,NULL,NULL
790,"Jared Dudley",2015,0.224313,2.17056,2.39487,4.82804,NULL,NULL
791,"Jared Dudley",2016,1.26037,0.874117,2.13448,5.23364,NULL,NULL
792,"Jared Dudley",2017,-0.830404,2.31857,1.48817,2.96285,NULL,NULL
793,"Jared Dudley",2018,-0.193369,-1.13319,-1.32656,0.498979,NULL,NULL
794,"Jared Dudley",2019,-0.584993,2.60537,2.02038,3.1557,NULL,NULL
795,"Duje Dukan",2016,-7.43012,-3.15565,-10.5858,-0.0943967,NULL,NULL
796,"Tim Duncan",2014,-0.492346,2.74757,2.25522,7.48908,NULL,NULL
797,"Tim Duncan",2015,0.356223,3.39978,3.756,8.21544,NULL,NULL
798,"Tim Duncan",2016,-0.46784,5.24056,4.77272,6.74755,NULL,NULL
799,"Mike Dunleavy",2014,0.433376,-0.0873171,0.346059,4.34896,NULL,NULL
800,"Mike Dunleavy",2015,1.40585,-0.278623,1.12723,4.47753,NULL,NULL
801,"Mike Dunleavy",2016,-0.781353,-4.0691,-4.85045,-0.757183,NULL,NULL
